symbol,date,open,high,low,close,volume,adjusted
MSFT,2020-09-14,204.240005,209.199997,204.029999,205.410004,30375800,204.873627
MSFT,2020-09-15,208.419998,209.779999,206.929993,208.779999,21823900,208.234833
MSFT,2020-09-16,210.619995,210.649994,204.639999,205.050003,26328100,204.514572
MSFT,2020-09-17,200.050003,204.330002,199.960007,202.910004,34011300,202.380157
MSFT,2020-09-18,202.800003,203.649994,196.25,200.389999,55225300,199.86673
MSFT,2020-09-21,197.190002,202.710007,196.380005,202.539993,39839700,202.011124
MSFT,2020-09-22,205.059998,208.100006,202.080002,207.419998,33517100,206.878372
MSFT,2020-09-23,207.899994,208.100006,200.029999,200.589996,30803800,200.066208
MSFT,2020-09-24,199.850006,205.570007,199.199997,203.190002,31202500,202.659424
MSFT,2020-09-25,203.550003,209.039993,202.539993,207.820007,29437300,207.277344
MSFT,2020-09-28,210.880005,212.570007,208.059998,209.440002,32004900,208.893112
MSFT,2020-09-29,209.350006,210.070007,206.809998,207.259995,24221900,206.718796
MSFT,2020-09-30,207.729996,211.979996,206.539993,210.330002,33780700,209.780777
MSFT,2020-10-01,213.490005,213.990005,211.320007,212.460007,27158400,211.905228
MSFT,2020-10-02,208,210.990005,205.539993,206.190002,33154800,205.651596
MSFT,2020-10-05,207.220001,210.410004,206.979996,210.380005,21331600,209.830658
MSFT,2020-10-06,208.820007,210.179993,204.820007,205.910004,28554300,205.37233
MSFT,2020-10-07,207.059998,210.110001,206.720001,209.830002,25681100,209.282089
MSFT,2020-10-08,210.509995,211.190002,208.320007,210.580002,19925800,210.030136
MSFT,2020-10-09,211.229996,215.860001,211.229996,215.809998,26458000,215.246475
MSFT,2020-10-12,218.789993,223.860001,216.809998,221.399994,40461400,220.821869
MSFT,2020-10-13,222.720001,225.210007,220.429993,222.860001,28950800,222.278061
MSFT,2020-10-14,223,224.220001,219.130005,220.860001,23451700,220.283279
MSFT,2020-10-15,217.100006,220.360001,216.009995,219.660004,22733100,219.086426
MSFT,2020-10-16,220.149994,222.289993,219.320007,219.660004,26057900,219.086426
MSFT,2020-10-19,220.419998,222.300003,213.720001,214.220001,27625800,213.660629
MSFT,2020-10-20,215.800003,217.369995,213.089996,214.649994,22753500,214.089493
