date,RmxRf,SMB,HML,Rf
1975-08-01,-0.0285,-3.2,-0.95,0.0048
1975-09-01,-0.0426,-0.12,0.34,0.0053
1975-10-01,0.053099999999999994,-4.04,0.34,0.005600000000000001
1975-11-01,0.0264,-1.19,1.96,0.0040999999999999995
1975-12-01,-0.016,-0.75,1.74,0.0048
1976-01-01,0.1216,4.82,8.65,0.004699999999999999
1976-02-01,0.0032,7.03,5.85,0.0034000000000000002
1976-03-01,0.0232,-1.15,-0.08,0.004
1976-04-01,-0.0149,-0.03,-0.14,0.0042
1976-05-01,-0.0134,-1.25,-1.3,0.0037
1976-06-01,0.0405,-1.35,0.65,0.0043
1976-07-01,-0.010700000000000001,0.29,1.69,0.004699999999999999
1976-08-01,-0.005600000000000001,-2.02,0.81,0.0042
1976-09-01,0.0207,0,-0.24,0.0044
1976-10-01,-0.0242,0.25,-0.15,0.0040999999999999995
1976-11-01,0.0036,2.32,1.51,0.004
1976-12-01,0.0565,3,2.2,0.004
1977-01-01,-0.0405,4.77,4.25,0.0036
1977-02-01,-0.0194,1.08,0.52,0.0034999999999999996
1977-03-01,-0.0137,1,1.06,0.0038
1977-04-01,0.0015,-0.11,3.44,0.0038
1977-05-01,-0.014499999999999999,1.17,0.84,0.0037
1977-06-01,0.0471,2.14,-0.68,0.004
1977-07-01,-0.0169,2.11,-0.6,0.0042
1977-08-01,-0.0175,1.52,-2.76,0.0044
1977-09-01,-0.0027,1.45,-0.51,0.0043
1977-10-01,-0.0438,1.26,1.73,0.0049
1977-11-01,0.04,3.72,0.29,0.005
1977-12-01,0.0027,1.35,-0.38,0.0049
1978-01-01,-0.0601,2.21,3.31,0.0049
1978-02-01,-0.0138,3.59,0.71,0.0046
1978-03-01,0.0285,3.48,1.23,0.0053
1978-04-01,0.0788,0.41,-3.56,0.0054
1978-05-01,0.0176,4.56,-0.59,0.0051
1978-06-01,-0.0169,1.69,0.55,0.0054
1978-07-01,0.051100000000000007,0.26,-1.08,0.005600000000000001
1978-08-01,0.0375,5.06,-0.57,0.005600000000000001
1978-09-01,-0.0143,-0.4,1.87,0.0062
1978-10-01,-0.1191,-9.88,1.4,0.0068000000000000005
1978-11-01,0.0271,3.01,-2.19,0.006999999999999999
1978-12-01,0.0088,1.25,-2.17,0.0078000000000000005
1979-01-01,0.042300000000000004,3.66,2.29,0.0077
1979-02-01,-0.0356,0.45,1.16,0.0073
1979-03-01,0.056799999999999996,3.19,-0.69,0.008100000000000001
1979-04-01,-6e-4,2.18,1,0.008
1979-05-01,-0.022099999999999998,0.16,1.3,0.008199999999999999
1979-06-01,0.0385,1.17,1.45,0.008100000000000001
1979-07-01,0.008199999999999999,1.26,1.75,0.0077
1979-08-01,0.0553,2.09,-1.52,0.0077
1979-09-01,-0.008199999999999999,-0.25,-0.87,0.0083
1979-10-01,-0.081,-3.35,-1.81,0.0087
1979-11-01,0.0521,2.76,-3.38,0.009899999999999999
1979-12-01,0.0179,4.19,-2.04,0.0095
1980-01-01,0.055099999999999996,1.65,1.72,0.008
1980-02-01,-0.012199999999999999,-1.83,0.66,0.0089
1980-03-01,-0.129,-6.65,-1.02,0.0121
1980-04-01,0.0397,0.96,1.01,0.0126
1980-05-01,0.0526,2.16,0.38,0.008100000000000001
1980-06-01,0.030600000000000002,1.66,-0.85,0.0060999999999999995
1980-07-01,0.0649,4.25,-6.29,0.0053
1980-08-01,0.018000000000000002,3.91,-2.64,0.0064
1980-09-01,0.0219,0.87,-4.77,0.0075
1980-10-01,0.0106,2.48,-2.77,0.0095
1980-11-01,0.0959,-3.46,-8.36,0.0096
1980-12-01,-0.0452,-0.27,2.73,0.0131
1981-01-01,-0.0504,3.01,6.83,0.0104
1981-02-01,0.005699999999999999,-0.32,1,0.010700000000000001
1981-03-01,0.0356,3.58,0.69,0.0121
1981-04-01,-0.021099999999999997,4.42,2.29,0.0108
1981-05-01,0.0011,2,-0.47,0.0115
1981-06-01,-0.0236,-0.83,5.1,0.013500000000000002
1981-07-01,-0.0154,-2.18,-0.68,0.0124
1981-08-01,-0.0704,-1.96,4.84,0.0128
1981-09-01,-0.0717,-2.66,5.2,0.0124
1981-10-01,0.0492,2.14,-4.22,0.0121
1981-11-01,0.0336,-0.97,1.89,0.010700000000000001
1981-12-01,-0.0365,1.17,0.75,0.0087
1982-01-01,-0.032400000000000005,-1.29,3.19,0.008
1982-02-01,-0.058600000000000006,0.48,6.1,0.0092
1982-03-01,-0.0187,-0.2,3.79,0.0098
1982-04-01,0.0327,1.51,-2.77,0.0113
1982-05-01,-0.039900000000000005,0.47,1.8,0.0106
1982-06-01,-0.030899999999999997,-0.4,1.54,0.0096
1982-07-01,-0.0319,0.82,0.12,0.0105
1982-08-01,0.1114,-4.09,1,0.0076
1982-09-01,0.0129,2.89,0.33,0.0051
1982-10-01,0.113,2.35,-3.73,0.0059
1982-11-01,0.0467,4.77,-1.89,0.0063
1982-12-01,0.0055000000000000005,-0.19,-0.03,0.0067
1983-01-01,0.036000000000000004,2.7,-0.81,0.0069
1983-02-01,0.0259,3.24,0.7,0.0062
1983-03-01,0.0282,1.76,2.05,0.0063
1983-04-01,0.0667,0.52,0.56,0.0070999999999999995
1983-05-01,0.0052,6.15,-1.42,0.0069
1983-06-01,0.030699999999999998,0.89,-3.93,0.0067
1983-07-01,-0.0407,1.46,5.61,0.0074
1983-08-01,-0.005,-4.3,5.56,0.0076
1983-09-01,0.0091,0.56,1.08,0.0076
1983-10-01,-0.0344,-3.6,5.07,0.0076
1983-11-01,0.0216,2.03,-0.64,0.006999999999999999
1983-12-01,-0.0178,-0.29,1.68,0.0073
1984-01-01,-0.0192,-0.43,7.62,0.0076
1984-02-01,-0.0482,-1.71,3.36,0.0070999999999999995
1984-03-01,0.0063,0.08,0.51,0.0073
1984-04-01,-0.0051,-1.21,1.27,0.008100000000000001
1984-05-01,-0.059699999999999996,0.03,0.26,0.0078000000000000005
1984-06-01,0.0182,-0.32,-2.62,0.0075
1984-07-01,-0.0274,-2.22,0.48,0.008199999999999999
1984-08-01,0.10279999999999999,-0.27,-1.82,0.0083
1984-09-01,-0.008,0.2,5.32,0.0086
1984-10-01,-0.0084,-1.2,0.51,0.01
1984-11-01,-0.0176,-0.63,4.08,0.0073
1984-12-01,0.0184,-0.6,-0.2,0.0064
1985-01-01,0.0799,3.29,-5.41,0.006500000000000001
1985-02-01,0.012199999999999999,0.76,-0.13,0.0058
1985-03-01,-0.0084,-1.15,4.1,0.0062
1985-04-01,-0.0096,0.14,3.72,0.0072
1985-05-01,0.0509,-2.25,-0.92,0.0066
1985-06-01,0.0127,0.5,0.5,0.0055000000000000005
1985-07-01,-0.0074,2.84,-1.68,0.0062
1985-08-01,-0.0102,-0.33,2.32,0.0055000000000000005
1985-09-01,-0.0454,-1.59,1.31,0.006
1985-10-01,0.04019999999999999,-1.57,0.78,0.006500000000000001
1985-11-01,0.06480000000000001,0.22,-2.88,0.0060999999999999995
1985-12-01,0.0388,-0.49,-1.52,0.006500000000000001
1986-01-01,0.006500000000000001,1.22,0.52,0.005600000000000001
1986-02-01,0.0713,-0.62,-0.85,0.0053
1986-03-01,0.048799999999999996,-0.52,-0.44,0.006
1986-04-01,-0.0131,2.85,-2.86,0.0052
1986-05-01,0.0462,-1.32,-0.14,0.0049
1986-06-01,0.0103,-0.93,1.36,0.0052
1986-07-01,-0.0645,-3.39,4.76,0.0052
1986-08-01,0.060700000000000004,-4.2,3.5,0.0046
1986-09-01,-0.086,2.26,3.16,0.0045000000000000005
1986-10-01,0.0466,-2.48,-1.37,0.0046
1986-11-01,0.011699999999999999,-1.92,-0.13,0.0039000000000000003
1986-12-01,-0.0327,0.09,0.27,0.0049
1987-01-01,0.1247,-1.83,-3.26,0.0042
1987-02-01,0.043899999999999995,3.49,-5.97,0.0043
1987-03-01,0.016399999999999998,0.39,1.62,0.004699999999999999
1987-04-01,-0.021099999999999997,-1.7,-0.34,0.0044
1987-05-01,0.0011,-0.53,0.22,0.0038
1987-06-01,0.0394,-2.18,1.01,0.0048
1987-07-01,0.0385,-0.67,0.67,0.0046
1987-08-01,0.0352,-0.72,-0.92,0.004699999999999999
1987-09-01,-0.0259,0.52,0.27,0.0045000000000000005
1987-10-01,-0.2324,-8.41,4.2,0.006
1987-11-01,-0.07769999999999999,2.78,3.13,0.0034999999999999996
1987-12-01,0.0681,0.13,-4.45,0.0039000000000000003
1988-01-01,0.0421,-0.78,4.99,0.0029
1988-02-01,0.0475,3.35,-1.62,0.0046
1988-03-01,-0.0227,6.15,0.72,0.0044
1988-04-01,0.005600000000000001,0.96,1.7,0.0046
1988-05-01,-0.0029,-2.64,2.33,0.0051
1988-06-01,0.0479,2.17,-1.09,0.0049
1988-07-01,-0.0125,-0.22,2.2,0.0051
1988-08-01,-0.0331,0.06,2.12,0.0059
1988-09-01,0.033,-1.26,-0.68,0.0062
1988-10-01,0.0115,-2.9,1.7,0.0060999999999999995
1988-11-01,-0.0229,-1.73,1.3,0.005699999999999999
1988-12-01,0.0149,1.94,-1.54,0.0063
1989-01-01,0.061,-2.14,0.49,0.0055000000000000005
1989-02-01,-0.0225,2.77,0.9,0.0060999999999999995
1989-03-01,0.015700000000000002,0.74,0.47,0.0067
1989-04-01,0.0433,-0.58,-1.42,0.0067
1989-05-01,0.0335,-0.05,-0.9,0.0079
1989-06-01,-0.013500000000000002,-1,2.27,0.0070999999999999995
1989-07-01,0.07200000000000001,-4.03,-2.79,0.006999999999999999
1989-08-01,0.0144,0.51,0.63,0.0074
1989-09-01,-0.0076,0.25,-1.25,0.006500000000000001
1989-10-01,-0.036699999999999997,-3.25,-1.07,0.0068000000000000005
1989-11-01,0.0103,-1.27,-1.07,0.0069
1989-12-01,0.0116,-2.4,0.21,0.0060999999999999995
1990-01-01,-0.0785,-1.26,0.78,0.005699999999999999
1990-02-01,0.0111,1.02,0.65,0.005699999999999999
1990-03-01,0.0183,1.55,-3.03,0.0064
1990-04-01,-0.0336,-0.5,-2.47,0.0069
1990-05-01,0.0842,-2.56,-3.89,0.0068000000000000005
1990-06-01,-0.0109,1.42,-1.99,0.0063
1990-07-01,-0.019,-3.2,-0.11,0.0068000000000000005
1990-08-01,-0.1015,-3.57,1.63,0.0066
1990-09-01,-0.061200000000000004,-3.68,0.71,0.006
1990-10-01,-0.0192,-5.55,0.19,0.0068000000000000005
1990-11-01,0.0635,0.36,-3.21,0.005699999999999999
1990-12-01,0.0246,0.75,-1.72,0.006
1991-01-01,0.046900000000000004,3.76,-1.74,0.0052
1991-02-01,0.0719,3.96,-0.55,0.0048
1991-03-01,0.0265,3.92,-1.32,0.0044
1991-04-01,-0.0028000000000000004,0.49,1.48,0.0053
1991-05-01,0.0365,-0.35,-0.57,0.004699999999999999
1991-06-01,-0.049400000000000006,0.08,1.23,0.0042
1991-07-01,0.0424,-0.93,-1.25,0.0049
1991-08-01,0.0232,1.59,-0.83,0.0046
1991-09-01,-0.0159,1.64,-0.98,0.0046
1991-10-01,0.0129,0.88,-0.47,0.0042
1991-11-01,-0.04190000000000001,-0.48,-1.85,0.0039000000000000003
1991-12-01,0.1084,-2.26,-4.11,0.0038
1992-01-01,-0.0059,8.49,4.61,0.0034000000000000002
1992-02-01,0.0109,0.87,6.37,0.0028000000000000004
1992-03-01,-0.026600000000000002,-1.04,3.61,0.0034000000000000002
1992-04-01,0.010700000000000001,-6.12,4.27,0.0032
1992-05-01,0.003,0.4,1.25,0.0028000000000000004
1992-06-01,-0.023399999999999997,-3.1,3.36,0.0032
1992-07-01,0.0377,-0.42,-0.37,0.0031
1992-08-01,-0.023799999999999998,-0.13,-1.06,0.0026
1992-09-01,0.011899999999999999,0.58,-0.28,0.0026
1992-10-01,0.0102,2.03,-2.01,0.0023
1992-11-01,0.041299999999999996,3.69,-1.4,0.0023
1992-12-01,0.015300000000000001,1.63,2.63,0.0028000000000000004
1993-01-01,0.009300000000000001,1.98,5.92,0.0023
1993-02-01,0.0012,-3.47,6.41,0.0022
1993-03-01,0.023,0.23,1.31,0.0025
1993-04-01,-0.0305,-0.66,2.52,0.0024
1993-05-01,0.028900000000000002,1.98,-3.45,0.0022
1993-06-01,0.0031,-0.32,2.72,0.0025
1993-07-01,-0.0034000000000000002,0.89,2.82,0.0024
1993-08-01,0.0371,0.15,0.13,0.0025
1993-09-01,-0.0012,3.02,-0.25,0.0026
1993-10-01,0.0141,2.04,-2.72,0.0022
1993-11-01,-0.0189,-1.22,-0.77,0.0025
1993-12-01,0.0165,1.22,0.36,0.0023
1994-01-01,0.0287,0.4,1.13,0.0025
1994-02-01,-0.0255,2.8,-1.59,0.0021
1994-03-01,-0.0478,-1.14,1.63,0.0027
1994-04-01,0.0068000000000000005,-0.98,1.66,0.0027
1994-05-01,0.0058,-2.13,0.66,0.0031
1994-06-01,-0.030299999999999997,-0.42,1.72,0.0031
1994-07-01,0.0282,-1.8,0.56,0.0028000000000000004
1994-08-01,0.0401,1.42,-2.47,0.0037
1994-09-01,-0.0231,3.12,-1.87,0.0037
1994-10-01,0.0134,-2.23,-1.66,0.0038
1994-11-01,-0.0404,0.26,-0.69,0.0037
1994-12-01,0.0086,0.3,-0.2,0.0044
1995-01-01,0.018000000000000002,-3.53,2.54,0.0042
1995-02-01,0.0363,-0.64,1.12,0.004
1995-03-01,0.0219,-0.17,-2.15,0.0046
1995-04-01,0.021099999999999997,-0.53,1.71,0.0044
1995-05-01,0.028999999999999998,-2.55,2.23,0.0054
1995-06-01,0.027200000000000002,3.14,-2.5,0.004699999999999999
1995-07-01,0.037200000000000004,2.08,-1.63,0.0045000000000000005
1995-08-01,0.0055000000000000005,1.36,2.84,0.004699999999999999
1995-09-01,0.0335,-2.29,0.02,0.0043
1995-10-01,-0.0152,-3.82,-0.46,0.004699999999999999
1995-11-01,0.039599999999999996,-1.2,0.61,0.0042
1995-12-01,0.0103,0.64,0.33,0.0049
1996-01-01,0.0226,-2.63,0.22,0.0043
1996-02-01,0.013300000000000001,1.81,-1.16,0.0039000000000000003
1996-03-01,0.0073,1.52,0.31,0.0039000000000000003
1996-04-01,0.0206,5.24,-4.08,0.0046
1996-05-01,0.0236,3.08,-0.8,0.0042
1996-06-01,-0.011399999999999999,-3.91,2.26,0.004
1996-07-01,-0.059699999999999996,-4.31,5.16,0.0045000000000000005
1996-08-01,0.0277,2.44,-0.78,0.0040999999999999995
1996-09-01,0.0501,-0.95,-2.76,0.0044
1996-10-01,0.0086,-4.45,4.92,0.0042
1996-11-01,0.0625,-4.07,1.46,0.0040999999999999995
1996-12-01,-0.017,3.08,1.33,0.0046
1997-01-01,0.049800000000000004,-1.93,-1.43,0.0045000000000000005
1997-02-01,-0.0049,-3.29,5.7,0.0039000000000000003
1997-03-01,-0.050199999999999995,-0.44,3.43,0.0043
1997-04-01,0.0404,-5.74,0.09,0.0043
1997-05-01,0.0674,5.16,-4.08,0.0049
1997-06-01,0.040999999999999995,1.19,1.62,0.0037
1997-07-01,0.0733,-2.7,0.2,0.0043
1997-08-01,-0.0415,7.33,1.12,0.0040999999999999995
1997-09-01,0.0535,2.56,0.29,0.0044
1997-10-01,-0.038,-0.8,2.33,0.0042
1997-11-01,0.0298,-5.11,1.24,0.0039000000000000003
1997-12-01,0.0132,-2.66,4.03,0.0048
1998-01-01,0.0015,-1.02,-1.65,0.0043
1998-02-01,0.0704,0.26,-0.78,0.0039000000000000003
1998-03-01,0.047599999999999996,-1.21,1.54,0.0039000000000000003
1998-04-01,0.0073,0.03,0.89,0.0043
1998-05-01,-0.030699999999999998,-3.4,3.43,0.004
1998-06-01,0.0318,-3.32,-1.8,0.0040999999999999995
1998-07-01,-0.0246,-4.94,-1.71,0.004
1998-08-01,-0.16079999999999997,-5.68,3.56,0.0043
1998-09-01,0.061500000000000006,0.06,-3.42,0.0046
1998-10-01,0.0713,-3.11,-2.21,0.0032
1998-11-01,0.061,1.21,-3.16,0.0031
1998-12-01,0.0616,-0.54,-4.2,0.0038
1999-01-01,0.035,0.81,-4.66,0.0034999999999999996
1999-02-01,-0.0408,-6.08,1.91,0.0034999999999999996
1999-03-01,0.0345,-3.76,-2.77,0.0043
1999-04-01,0.0433,3.98,2.34,0.0037
1999-05-01,-0.0246,3.33,2.36,0.0034000000000000002
1999-06-01,0.04769999999999999,3.15,-3.4,0.004
1999-07-01,-0.0349,2.55,-0.48,0.0038
1999-08-01,-0.0138,-1,-1.72,0.0039000000000000003
1999-09-01,-0.0279,3.36,-3.42,0.0039000000000000003
1999-10-01,0.061200000000000004,-6.75,-3.16,0.0039000000000000003
1999-11-01,0.0337,7.17,-6.07,0.0036
1999-12-01,0.07719999999999999,7.07,-8.4,0.0044
2000-01-01,-0.047400000000000005,5.7,-1.75,0.0040999999999999995
2000-02-01,0.0245,21.19,-8.94,0.0043
2000-03-01,0.052000000000000005,-16.82,7.66,0.004699999999999999
2000-04-01,-0.064,-6.93,7.41,0.0046
2000-05-01,-0.044199999999999996,-6.33,5.01,0.005
2000-06-01,0.0464,12.8,-8.22,0.004
2000-07-01,-0.025099999999999997,-3.16,8.4,0.0048
2000-08-01,0.0703,-0.65,-1.47,0.005
2000-09-01,-0.0545,-1.89,7.28,0.0051
2000-10-01,-0.0276,-3.87,5.71,0.005600000000000001
2000-11-01,-0.1072,-3.5,12.53,0.0051
2000-12-01,0.011899999999999999,0.73,7.67,0.005
2001-01-01,0.0313,6.76,-5.33,0.0054
2001-02-01,-0.1005,-0.82,12.58,0.0038
2001-03-01,-0.0726,0.17,6.52,0.0042
2001-04-01,0.0794,0.61,-4.8,0.0039000000000000003
2001-05-01,0.0072,2.53,3.34,0.0032
2001-06-01,-0.0194,6.25,-1.16,0.0028000000000000004
2001-07-01,-0.0213,-4.23,5.35,0.003
2001-08-01,-0.0646,2.48,2.33,0.0031
2001-09-01,-0.0925,-6.25,1.57,0.0028000000000000004
2001-10-01,0.0246,7.57,-7.66,0.0022
2001-11-01,0.0754,-0.48,2.16,0.0017000000000000001
2001-12-01,0.0161,4.79,0.9,0.0015
2002-01-01,-0.0144,1.18,3.38,0.0014000000000000002
2002-02-01,-0.0229,-1.07,2.21,0.0013
2002-03-01,0.0424,4.14,1.08,0.0013
2002-04-01,-0.052000000000000005,5.84,3.96,0.0015
2002-05-01,-0.0138,-3.26,1.57,0.0014000000000000002
2002-06-01,-0.0721,4.2,0.04,0.0013
2002-07-01,-0.0818,-5.22,-3.71,0.0015
2002-08-01,0.005,-2.94,3.23,0.0014000000000000002
2002-09-01,-0.1035,2.39,1.49,0.0014000000000000002
2002-10-01,0.0784,-3.44,-4.07,0.0014000000000000002
2002-11-01,0.0596,3.23,-1.51,0.0012
2002-12-01,-0.0576,-0.01,2.28,0.0011
2003-01-01,-0.025699999999999997,1.28,-0.86,0.001
2003-02-01,-0.018799999999999997,-0.46,-1.33,9e-4
2003-03-01,0.0109,0.93,-2.15,0.001
2003-04-01,0.08220000000000001,0.64,0.89,0.001
2003-05-01,0.0605,4.49,0.11,9e-4
2003-06-01,0.014199999999999999,1.75,0.39,0.001
2003-07-01,0.0235,5.23,-1.08,7.000000000000001e-4
2003-08-01,0.023399999999999997,2.7,1.61,7.000000000000001e-4
2003-09-01,-0.0124,0.71,0.05,8e-4
2003-10-01,0.0608,2.64,1.92,7.000000000000001e-4
2003-11-01,0.013500000000000002,1.99,1.8,7.000000000000001e-4
2003-12-01,0.0429,-2.76,1.58,8e-4
2004-01-01,0.0215,2.53,2.45,7.000000000000001e-4
2004-02-01,0.013999999999999999,-1.56,0.86,6e-4
2004-03-01,-0.0132,1.75,0.24,9e-4
2004-04-01,-0.0183,-1.73,-3.07,8e-4
2004-05-01,0.011699999999999999,-0.24,-0.29,6e-4
2004-06-01,0.018600000000000002,2.28,1.23,8e-4
2004-07-01,-0.0406,-3.85,3.28,0.001
2004-08-01,8e-4,-1.56,0.96,0.0011
2004-09-01,0.016,3.01,-0.07,0.0011
2004-10-01,0.0143,0.13,-0.29,0.0011
2004-11-01,0.0454,3.72,1.43,0.0015
2004-12-01,0.034300000000000004,-0.07,-0.18,0.0016
2005-01-01,-0.0276,-1.72,2.01,0.0016
2005-02-01,0.0189,-0.55,1.63,0.0016
2005-03-01,-0.0197,-1.35,2.14,0.0021
2005-04-01,-0.026099999999999998,-3.97,0.05,0.0021
2005-05-01,0.0365,2.8,-0.66,0.0024
2005-06-01,0.005699999999999999,2.55,2.82,0.0023
2005-07-01,0.0392,2.87,-0.83,0.0024
2005-08-01,-0.012199999999999999,-0.98,1.38,0.003
2005-09-01,0.0049,-0.66,0.74,0.0029
2005-10-01,-0.0202,-1.19,0.45,0.0027
2005-11-01,0.0361,0.97,-1.16,0.0031
2005-12-01,-0.0025,-0.46,0.24,0.0032
2006-01-01,0.0304,5.4,0.99,0.0034999999999999996
2006-02-01,-0.003,-0.37,-0.26,0.0034000000000000002
2006-03-01,0.0146,3.49,0.68,0.0037
2006-04-01,0.0073,-1.41,2.37,0.0036
2006-05-01,-0.035699999999999996,-3.09,2.45,0.0043
2006-06-01,-0.0034999999999999996,-0.36,0.92,0.004
2006-07-01,-0.0078000000000000005,-3.99,2.67,0.004
2006-08-01,0.0203,1.02,-1.98,0.0042
2006-09-01,0.0184,-1.29,-0.04,0.0040999999999999995
2006-10-01,0.0323,1.72,-0.3,0.0040999999999999995
2006-11-01,0.0171,0.78,0.07,0.0042
2006-12-01,0.0087,-1.14,2.72,0.004
2007-01-01,0.013999999999999999,0.16,-0.69,0.0044
2007-02-01,-0.0196,1.29,-0.17,0.0038
2007-03-01,0.0068000000000000005,0.08,-0.83,0.0043
2007-04-01,0.0349,-2.18,-1.38,0.0044
2007-05-01,0.032400000000000005,0.27,-0.63,0.0040999999999999995
2007-06-01,-0.0196,0.78,-1.1,0.004
2007-07-01,-0.0373,-2.45,-3.55,0.004
2007-08-01,0.0092,-0.17,-1.91,0.0042
2007-09-01,0.0322,-2.22,-2.21,0.0032
2007-10-01,0.018000000000000002,0.25,-2.91,0.0032
2007-11-01,-0.0483,-2.8,-1,0.0034000000000000002
2007-12-01,-0.0087,0.14,-0.59,0.0027
2008-01-01,-0.0636,-0.89,3.67,0.0021
2008-02-01,-0.030899999999999997,-0.27,-0.88,0.0013
2008-03-01,-0.009300000000000001,0.79,0.14,0.0017000000000000001
2008-04-01,0.046,-1.59,-0.96,0.0018
2008-05-01,0.018600000000000002,3.05,-1.45,0.0018
2008-06-01,-0.08439999999999999,1.22,-2.77,0.0017000000000000001
2008-07-01,-0.0077,2.47,5.27,0.0015
2008-08-01,0.015300000000000001,3.54,1.45,0.0013
2008-09-01,-0.0924,-1.18,6.07,0.0015
2008-10-01,-0.1723,-2.52,-2.37,8e-4
2008-11-01,-0.0786,-2.82,-6.31,3e-4
2008-12-01,0.0174,3.51,0.14,0
2009-01-01,-0.0812,0.33,-11.12,0
2009-02-01,-0.10099999999999999,0.23,-7.03,1e-4
2009-03-01,0.0895,0,3.4,2e-4
2009-04-01,0.1018,5.14,5.21,1e-4
2009-05-01,0.0521,-2.63,0.49,0
2009-06-01,0.0043,2.63,-2.62,1e-4
2009-07-01,0.07719999999999999,1.9,4.87,1e-4
2009-08-01,0.0333,-1.1,7.5,1e-4
2009-09-01,0.0408,2.41,0.89,1e-4
2009-10-01,-0.0259,-4.18,-4.03,0
2009-11-01,0.0556,-2.48,-0.25,0
2009-12-01,0.0275,6.13,-0.11,1e-4
2010-01-01,-0.0336,0.37,0.33,0
2010-02-01,0.034,1.19,3.19,0
2010-03-01,0.06309999999999999,1.44,2.11,1e-4
2010-04-01,0.02,4.86,2.91,1e-4
2010-05-01,-0.0789,0.14,-2.39,1e-4
2010-06-01,-0.0557,-1.84,-4.52,1e-4
2010-07-01,0.0693,0.18,-0.36,1e-4
2010-08-01,-0.04769999999999999,-3.02,-1.9,1e-4
2010-09-01,0.09539999999999998,3.93,-3.23,1e-4
2010-10-01,0.0388,1.07,-2.46,1e-4
2010-11-01,0.006,3.78,-0.95,1e-4
2010-12-01,0.0682,0.68,3.64,1e-4
2011-01-01,0.0199,-2.52,0.82,1e-4
2011-02-01,0.0349,1.53,1.29,1e-4
2011-03-01,0.0046,2.58,-1.76,1e-4
2011-04-01,0.028999999999999998,-0.37,-2.43,0
2011-05-01,-0.0127,-0.58,-2.05,0
2011-06-01,-0.0175,-0.11,-0.42,0
2011-07-01,-0.0235,-1.37,-0.88,0
2011-08-01,-0.0599,-3.03,-2.56,1e-4
2011-09-01,-0.0759,-3.35,-1.71,0
2011-10-01,0.11349999999999999,3.32,0.13,0
2011-11-01,-0.0028000000000000004,-0.14,-0.48,0
2011-12-01,0.0074,-0.66,1.68,0
2012-01-01,0.050499999999999996,2.1,-0.9,0
2012-02-01,0.044199999999999996,-1.84,0.46,0
2012-03-01,0.0311,-0.68,1.21,0
2012-04-01,-0.0085,-0.39,-0.77,0
2012-05-01,-0.061900000000000004,0.16,-1.04,1e-4
2012-06-01,0.038900000000000004,0.78,0.58,0
2012-07-01,0.0079,-2.62,-0.05,0
2012-08-01,0.0255,0.47,1.12,1e-4
2012-09-01,0.0273,0.49,1.56,1e-4
2012-10-01,-0.0176,-1.09,3.61,1e-4
2012-11-01,0.0078000000000000005,0.53,-0.83,1e-4
2012-12-01,0.0118,1.45,3.53,1e-4
2013-01-01,0.0557,0.36,0.98,0
2013-02-01,0.0129,-0.42,0.13,0
2013-03-01,0.0403,0.75,-0.23,0
2013-04-01,0.0155,-2.4,0.53,0
2013-05-01,0.027999999999999997,1.66,2.61,0
2013-06-01,-0.012,1.16,-0.09,0
2013-07-01,0.0565,1.86,0.56,0
2013-08-01,-0.0271,0.29,-2.66,0
2013-09-01,0.0377,2.89,-1.15,0
2013-10-01,0.0418,-1.53,1.21,0
2013-11-01,0.0313,1.19,0.29,0
2013-12-01,0.0281,-0.59,-0.05,0
2014-01-01,-0.0332,0.87,-2.02,0
2014-02-01,0.04650000000000001,0.31,-0.36,0
2014-03-01,0.0043,-1.85,4.9,0
2014-04-01,-0.0019,-4.21,1.12,0
2014-05-01,0.0206,-1.9,-0.12,0
2014-06-01,0.026099999999999998,3.08,-0.67,0
2014-07-01,-0.0204,-4.27,0.02,0
2014-08-01,0.0424,0.36,-0.42,0
2014-09-01,-0.0197,-3.73,-1.38,0
2014-10-01,0.0252,4.28,-1.8,0
2014-11-01,0.0255,-2.04,-3.07,0
2014-12-01,-6e-4,2.48,2.23,0
2015-01-01,-0.0311,-0.51,-3.56,0
2015-02-01,0.061399999999999996,0.52,-1.81,0
2015-03-01,-0.011200000000000002,3.02,-0.41,0
2015-04-01,0.0059,-3.04,1.88,0
2015-05-01,0.013600000000000001,0.89,-1.1,0
2015-06-01,-0.015300000000000001,2.85,-0.74,0
2015-07-01,0.0154,-4.09,-4.21,0
2015-08-01,-0.0604,0.44,2.73,0
2015-09-01,-0.030699999999999998,-2.61,0.39,0
2015-10-01,0.0775,-1.98,-0.25,0
2015-11-01,0.005600000000000001,3.68,-0.49,0
2015-12-01,-0.0217,-2.86,-2.45,1e-4
2016-01-01,-0.057699999999999994,-3.36,2.01,1e-4
2016-02-01,-8e-4,0.83,-0.59,2e-4
2016-03-01,0.0696,0.82,1.11,2e-4
2016-04-01,0.0092,0.69,3.28,1e-4
2016-05-01,0.0178,-0.27,-1.6,1e-4
2016-06-01,-5e-4,0.64,-1.4,2e-4
2016-07-01,0.0395,2.6,-1.23,2e-4
2016-08-01,0.005,1.13,3.31,2e-4
2016-09-01,0.0025,2.04,-1.21,2e-4
2016-10-01,-0.0202,-4.43,4.07,2e-4
2016-11-01,0.048600000000000004,5.47,8.22,1e-4
2016-12-01,0.0182,0.11,3.51,3e-4
2017-01-01,0.0194,-1.06,-2.81,4e-4
2017-02-01,0.035699999999999996,-2.01,-1.79,4e-4
